0,mag,lat,lon,rad,ago
2021-01-10 18:29:25.525,4.6,-25.0252,179.8068,502.08,55
2021-01-10 18:44:48.204,5.6,-35.4114,-105.8649,10.0,55
2021-01-10 23:42:16.979,4.6,-24.1175,-66.7534,199.67,56
2021-01-11 00:28:37.847,5.0,-55.9007,-27.1789,54.84,56
2021-01-11 01:11:08.106,4.8,-22.4888,-68.4786,105.08,56
2021-01-11 01:40:18.830,4.7,-8.2757,116.22,34.95,56
2021-01-11 03:24:36.751,4.9,25.7083,124.4349,149.62,56
2021-01-11 04:20:38.366,5.6,-7.2551,120.4352,615.73,56
2021-01-11 04:38:46.798,4.9,-7.2598,120.6954,618.65,56
2021-01-11 04:54:58.198,4.9,-37.1107,-17.3239,10.0,56
2021-01-11 04:57:27.321,5.2,1.0276,119.9894,9.85,56
2021-01-11 07:00:11.448,4.7,-12.6409,-78.1524,10.0,56
2021-01-11 07:45:42.638,5.3,-63.1803,170.7433,10.0,56
2021-01-11 08:09:02.344,4.8,-37.1253,-16.9113,10.0,56
2021-01-11 09:05:51.953,4.5,-3.6357,-74.7061,47.26,56
2021-01-11 10:19:03.659,5.1,53.6754,-163.9531,35.0,56
2021-01-11 10:19:04.597,4.9,53.7507,-164.0672,37.5,56
2021-01-11 13:51:16.721,4.8,-20.4215,-177.6905,470.84,56
2021-01-11 15:40:45.238,4.5,-5.2188,151.502,73.16,56
2021-01-11 15:47:01.240,5.4,38.8824,-29.3694,10.0,56
2021-01-11 15:56:43.448,4.5,52.7477,158.7786,78.4,56
2021-01-11 16:23:25.743,4.5,15.3036,-45.0994,10.0,56
2021-01-11 17:02:03.048,5.1,33.3042,75.5872,10.0,56
2021-01-11 17:53:05.764,4.5,4.8251,126.9722,65.3,56
2021-01-11 17:57:56.117,4.6,-24.8174,-179.8959,512.12,56
2021-01-11 20:01:39.298,4.6,-17.0163,-174.0376,147.91,56
2021-01-11 22:16:30.997,4.6,-16.4072,178.0071,10.0,56
2021-01-11 22:44:36.185,5.5,-58.05,-9.8432,10.0,56
2021-01-12 00:30:38.609,4.6,-15.6927,168.0112,150.89,57
2021-01-12 00:32:59.020,6.7,51.2774,100.437,10.0,57
2021-01-12 00:41:04.489,5.8,51.4852,100.5121,10.0,57
2021-01-12 00:44:04.455,5.7,51.4076,100.4925,10.0,57
2021-01-12 00:52:25.676,4.5,51.2861,100.3546,10.0,57
2021-01-12 00:53:00.126,5.1,51.4144,100.4297,10.0,57
2021-01-12 00:56:52.479,4.5,51.4437,100.3282,10.0,57
2021-01-12 01:02:56.759,5.0,51.1805,100.311,10.0,57
2021-01-12 01:10:29.324,4.7,51.2628,100.2528,10.0,57
2021-01-12 01:19:12.304,4.6,51.4758,100.424,10.0,57
2021-01-12 01:22:43.394,4.5,51.3125,100.2729,10.0,57
2021-01-12 01:36:07.416,4.8,-21.8638,170.8857,138.35,57
2021-01-12 02:02:23.738,5.0,51.4379,100.3097,10.0,57
2021-01-12 02:30:16.441,4.5,44.0738,149.5818,10.0,57
2021-01-12 03:23:18.555,4.6,-53.3414,-47.1141,10.0,57
2021-01-12 03:34:05.621,4.5,51.3627,100.1567,10.0,57
2021-01-12 03:36:11.586,4.8,51.2279,100.2963,10.0,57
2021-01-12 04:37:57.343,4.6,51.2485,100.2144,10.0,57
2021-01-12 04:49:54.765,4.6,51.5301,100.1421,10.0,57
2021-01-12 05:39:43.440,5.9,43.708,139.9783,214.0,57
2021-01-12 06:46:37.810,4.5,-4.0032,127.702,192.42,57
2021-01-12 09:10:53.284,4.9,14.7981,-93.6356,22.97,57
2021-01-12 10:22:50.289,5.0,22.8862,143.8902,39.38,57
2021-01-12 10:26:33.870,4.5,40.0828,19.7021,10.0,57
2021-01-12 12:08:45.504,4.7,51.1063,100.3621,10.0,57
2021-01-12 12:46:44.326,4.5,7.5564,-34.6938,10.0,57
2021-01-12 13:06:36.856,5.4,-63.16,171.5794,10.0,57
2021-01-12 13:11:55.528,5.2,4.1619,125.3956,46.05,57
2021-01-12 13:23:15.450,4.6,-2.8671,141.9002,24.54,57
2021-01-12 14:04:36.303,4.9,-21.738,-68.7077,117.3,57
2021-01-12 14:51:31.280,4.6,2.2367,128.5754,230.7,57
2021-01-12 16:38:13.315,5.0,19.0221,120.3133,10.0,57
2021-01-12 18:21:58.480,4.6,-7.3986,129.0868,149.3,57
2021-01-12 19:31:16.251,4.5,51.4143,100.1476,10.0,57
2021-01-12 21:17:36.605,5.8,-3.0629,136.8777,28.29,57
2021-01-13 00:02:23.402,4.5,-20.7869,-178.4111,565.43,58
2021-01-13 00:50:14.023,4.6,-60.5139,-44.5157,10.0,58
2021-01-13 01:09:57.263,5.2,38.4129,22.0649,10.0,58
2021-01-13 01:29:39.031,4.6,38.4147,22.0612,10.0,58
2021-01-13 01:32:57.672,4.5,38.3987,22.0833,10.0,58
2021-01-13 01:56:48.046,4.7,38.3646,22.118,10.0,58
2021-01-13 04:11:23.039,4.7,2.5119,-79.8007,10.0,58
2021-01-13 04:39:29.096,4.6,19.4477,145.353,195.51,58
2021-01-13 09:18:22.769,4.6,-4.2223,102.0942,37.21,58
2021-01-13 09:27:14.773,4.6,-23.6925,-64.7452,24.71,58
2021-01-13 14:10:10.183,4.9,51.5752,100.2955,10.0,58
2021-01-13 17:35:02.851,4.5,-5.7641,110.7542,546.39,58
2021-01-13 18:46:25.828,4.5,-7.1702,129.3867,139.02,58
2021-01-13 19:02:35.715,4.9,-6.0903,149.4174,51.7,58
2021-01-13 20:33:05.858,5.2,1.5809,128.2025,23.6,58
2021-01-14 00:43:02.128,5.0,-24.5653,-13.3961,10.0,59
2021-01-14 01:47:33.766,4.6,73.5735,7.6986,10.0,59
2021-01-14 02:49:56.706,4.5,15.2698,-45.5897,10.0,59
2021-01-14 03:03:21.692,4.6,-8.1454,120.3733,28.53,59
2021-01-14 08:13:47.592,4.9,51.3828,-174.0614,19.27,59
2021-01-14 09:35:50.010,5.7,-2.9802,118.8911,18.0,59
2021-01-14 09:38:37.408,5.2,-3.0115,118.9493,10.0,59
2021-01-14 10:26:28.416,4.7,-60.1324,-26.308,35.0,59
2021-01-14 12:22:00.700,4.5,36.0905,104.0101,10.0,59
2021-01-14 15:39:38.933,4.6,-15.4842,166.9635,58.7,59
2021-01-14 17:45:11.461,4.6,10.6076,-62.7629,110.14,59
2021-01-14 18:03:39.015,4.6,-23.9696,179.2301,550.65,59
2021-01-14 18:45:03.755,4.7,-44.6457,-80.1411,10.0,59
2021-01-14 19:28:10.875,4.7,25.4342,124.3328,118.25,59
2021-01-14 19:50:56.805,4.6,1.2727,96.8714,10.0,59
2021-01-14 21:28:18.081,6.2,-2.9711,118.8893,18.0,59
2021-01-15 03:40:48.602,4.5,-14.0512,171.1628,625.83,60
2021-01-15 03:47:20.191,4.6,-16.2295,-177.5752,10.0,60
2021-01-15 05:50:54.141,4.6,0.0133,127.2798,139.14,60
2021-01-15 10:03:12.515,4.6,-38.1723,-17.0859,10.0,60
2021-01-15 10:36:25.889,5.0,-34.6446,-14.7096,10.0,60
2021-01-15 10:52:23.170,5.0,-37.2583,-17.3095,10.0,60
2021-01-15 11:14:29.512,4.5,-37.6109,-17.0402,10.0,60
2021-01-15 11:21:13.562,4.8,2.7388,128.6703,222.4,60
2021-01-15 11:40:06.403,4.8,42.4632,143.2444,62.59,60
2021-01-15 13:35:17.061,4.7,1.0705,-79.733,35.0,60
2021-01-15 13:45:21.903,5.4,-37.1801,-17.2577,10.0,60
2021-01-15 14:19:02.442,4.5,-22.6699,-175.3303,35.0,60
2021-01-15 14:28:26.289,4.7,2.0329,96.3663,10.0,60
2021-01-15 16:19:11.166,5.5,-37.0694,-17.0154,10.0,60
2021-01-15 16:38:19.335,5.2,33.8669,137.2129,357.77,60
2021-01-15 17:19:03.992,4.6,0.4302,-24.9543,10.0,60
2021-01-15 18:13:50.171,4.6,-3.8084,-80.8455,52.21,60
2021-01-15 18:52:50.376,5.1,-3.5275,149.601,10.0,60
2021-01-15 19:10:51.357,5.9,13.9032,-92.0934,10.0,60
2021-01-15 20:09:07.998,4.5,12.9678,-88.7491,73.01,60
2021-01-15 20:32:54.767,4.7,56.0568,164.6155,10.0,60
2021-01-15 22:21:16.851,4.8,1.0328,-79.7623,36.61,60
2021-01-15 23:18:19.668,5.1,-7.0012,155.8696,10.0,60
2021-01-15 23:37:55.823,4.7,-23.9805,-67.3575,207.77,61
2021-01-16 00:31:04.610,5.5,26.9258,55.1859,8.0,61
2021-01-16 00:32:57.663,4.9,14.0217,-92.0396,35.0,61
2021-01-16 01:48:55.846,4.6,13.826,120.7291,160.96,61
2021-01-16 02:00:02.626,5.0,1.5062,125.9334,95.65,61
2021-01-16 02:32:52.269,4.9,-2.9335,118.9545,10.0,61
2021-01-16 02:34:45.828,4.6,-37.2452,-17.1989,10.0,61
2021-01-16 02:51:14.274,4.6,-12.8249,-77.1256,35.45,61
2021-01-16 04:44:04.988,5.0,-9.9009,160.0814,10.0,61
2021-01-16 05:21:34.172,4.6,-31.1143,-178.4848,93.36,61
2021-01-16 06:53:36.394,5.1,-31.0364,-71.3838,59.08,61
2021-01-16 08:18:04.207,5.2,4.9359,-82.5854,10.0,61
2021-01-16 09:36:32.035,5.1,-19.9684,-173.2456,3.36,61
2021-01-16 09:37:31.039,5.1,-5.7211,148.8569,130.17,61
2021-01-16 11:08:36.282,4.6,39.5738,142.8803,52.62,61
2021-01-16 12:26:43.171,5.2,-6.3928,103.8897,33.44,61
2021-01-16 12:42:22.776,4.8,-30.3081,-177.7336,35.0,61
2021-01-16 13:43:42.284,4.5,1.06,-79.5819,39.75,61
2021-01-16 13:55:45.967,4.5,1.226,-79.6466,36.47,61
2021-01-16 15:25:41.894,4.6,18.6575,145.296,350.63,61
2021-01-16 20:06:53.787,4.6,15.7704,-95.0556,34.25,61
2021-01-16 22:58:12.673,4.5,-6.0394,151.5368,10.0,61
2021-01-16 23:02:46.900,5.5,36.4494,70.6975,204.0,61
2021-01-17 01:37:45.312,4.5,12.0214,125.0465,80.23,62
2021-01-17 02:10:58.951,5.1,22.5547,121.4203,18.09,62
2021-01-17 02:28:34.074,4.9,-57.5416,-26.023,74.69,62
2021-01-17 02:52:43.446,4.5,-5.5027,150.9307,101.14,62
2021-01-17 05:07:08.280,4.6,-6.2425,152.8081,10.0,62
2021-01-17 05:50:17.037,4.7,26.8725,55.1942,10.0,62
2021-01-17 06:38:55.602,5.0,-15.5183,168.1491,10.0,62
2021-01-17 07:04:52.474,4.8,-31.2034,-177.7266,10.0,62
2021-01-17 11:05:24.127,4.6,-27.9736,-66.9362,158.58,62
2021-01-17 11:31:53.227,5.1,54.041,161.9605,10.0,62
2021-01-17 15:24:32.588,4.7,-34.9539,-71.069,94.17,62
2021-01-17 15:32:13.113,4.6,-31.8151,-71.5175,48.76,62
2021-01-17 16:05:20.957,4.5,-18.0152,-178.5268,548.09,62
2021-01-17 17:41:23.764,4.5,-31.5102,-179.1813,207.55,62
2021-01-17 19:18:21.481,4.5,-21.1023,170.3438,158.06,62
2021-01-17 21:40:42.767,5.2,-56.3823,-27.1543,90.72,62
2021-01-18 04:17:20.467,4.5,48.9782,153.6254,163.27,63
2021-01-18 04:48:33.905,4.5,-32.4808,-69.5456,119.59,63
2021-01-18 05:05:54.154,4.8,44.9559,147.857,104.8,63
2021-01-18 07:23:12.565,4.5,35.6339,26.2557,10.0,63
2021-01-18 08:45:56.744,4.9,-30.1585,-71.6215,33.38,63
2021-01-18 10:17:16.179,5.3,-14.5819,167.3408,160.89,63
2021-01-18 14:43:54.736,4.7,7.3172,94.6789,124.7,63
2021-01-18 17:21:03.429,4.9,-6.3698,142.7291,11.8,63
2021-01-18 17:56:46.608,5.1,-6.2649,142.9024,10.0,63
2021-01-18 18:55:31.813,4.9,-15.474,-173.1907,10.0,63
2021-01-18 19:03:12.178,4.6,28.272,56.015,10.0,63
2021-01-18 20:12:14.305,4.7,36.6601,141.8644,33.16,63
2021-01-18 20:40:22.171,5.3,-33.5411,-179.1666,30.07,63
2021-01-18 21:46:12.974,4.7,57.9818,126.3399,10.0,63
2021-01-18 23:47:32.350,4.7,38.9863,142.0383,59.99,64
2021-01-19 03:56:44.225,4.8,-0.0023,120.0833,79.29,64
2021-01-19 04:41:31.701,4.7,-17.2452,-72.3851,45.46,64
2021-01-19 05:46:22.293,6.4,-31.8304,-68.8059,20.0,64
2021-01-19 06:03:44.059,4.9,-31.8715,-68.8527,10.0,64
2021-01-19 06:08:30.204,4.8,-31.8572,-68.9023,10.0,64
2021-01-19 06:31:46.752,4.9,-18.906,-174.7926,87.58,64
2021-01-19 06:37:44.722,5.3,-31.7882,-68.7944,10.0,64
2021-01-19 06:51:52.944,4.9,-31.8325,-68.8542,10.0,64
2021-01-19 07:01:41.176,4.8,-31.8379,-68.806,10.0,64
2021-01-19 08:01:03.585,5.2,-7.3184,125.307,428.38,64
2021-01-19 10:26:11.490,4.7,-1.9407,128.9342,33.31,64
2021-01-19 12:08:57.129,4.6,3.2892,66.0497,10.0,64
2021-01-19 12:24:32.306,4.5,-15.8229,-174.0014,158.78,64
2021-01-19 13:47:52.583,4.5,-15.8849,-172.9879,10.0,64
2021-01-19 14:57:35.713,4.6,-21.1335,-178.5945,559.38,64
2021-01-19 15:42:45.759,4.7,-23.4843,-175.3199,10.0,64
2021-01-19 23:10:59.408,4.8,-8.8648,110.6088,91.26,64
2021-01-19 23:18:18.756,5.1,-13.3551,166.8028,46.41,64
2021-01-20 04:27:58.557,4.8,9.0657,125.6272,10.0,65
2021-01-20 04:31:54.304,4.6,-6.1441,132.4536,10.0,65
2021-01-20 04:38:42.867,4.9,-21.9979,169.9652,10.0,65
2021-01-20 06:41:45.134,4.7,-31.3158,-177.952,10.0,65
2021-01-20 07:28:52.869,4.8,-5.9976,131.7618,10.0,65
2021-01-20 08:01:39.000,4.5,-17.6715,-178.7253,533.87,65
2021-01-20 09:53:12.400,4.9,10.4901,125.5798,87.78,65
2021-01-20 11:54:50.348,4.8,-4.7266,155.051,496.73,65
2021-01-20 12:50:10.768,4.6,-6.621,129.8027,163.09,65
2021-01-20 17:59:44.538,4.7,26.5481,-110.9542,10.0,65
2021-01-20 19:00:41.678,5.6,49.7094,147.7173,587.69,65
2021-01-21 01:27:44.256,5.1,-14.9396,-75.557,18.15,66
2021-01-21 01:49:27.108,4.8,-14.9977,-75.5846,10.0,66
2021-01-21 01:59:12.057,5.5,-15.0155,-75.5223,7.93,66
2021-01-21 02:09:16.329,5.3,-14.9354,-75.5488,10.0,66
2021-01-21 02:37:55.968,4.8,37.8701,26.7652,2.8,66
2021-01-21 03:27:45.235,4.8,-14.94,-75.5263,10.0,66
2021-01-21 05:06:22.531,4.8,-5.607,147.4488,181.41,66
2021-01-21 05:56:21.524,4.6,-5.6275,146.4267,54.23,66
2021-01-21 06:04:04.243,4.5,30.2979,140.1535,105.77,66
2021-01-21 09:26:03.352,4.7,-24.129,-67.269,211.33,66
2021-01-21 09:32:32.774,4.5,7.5114,-82.5272,10.0,66
2021-01-21 13:09:35.181,4.6,48.2017,154.1748,66.1,66
2021-01-21 13:15:34.107,4.9,-2.3381,-79.4668,83.02,66
2021-01-21 15:23:05.774,7.0,5.0074,127.5174,95.81,66
2021-01-21 16:51:19.153,4.8,-45.1688,166.7644,31.53,66
2021-01-21 17:27:06.642,4.9,35.0235,33.7103,68.47,66
2021-01-21 17:40:30.502,4.5,5.0055,127.2547,120.34,66
2021-01-21 19:37:31.558,4.6,4.9907,127.3993,101.02,66
2021-01-21 20:00:18.915,4.5,-19.2688,-177.2713,554.23,66
2021-01-21 20:49:17.632,4.5,-15.5929,168.2235,144.77,66
2021-01-21 22:34:26.332,4.5,28.0906,105.0426,10.0,66
2021-01-21 22:47:57.852,4.5,13.5016,119.2999,10.0,66
2021-01-22 01:33:07.466,4.5,-23.8937,-175.2621,10.0,67
2021-01-22 04:31:31.747,5.0,47.5616,-27.468,11.11,67
2021-01-22 04:54:29.334,4.7,13.5408,119.277,27.67,67
2021-01-22 05:06:34.999,4.6,-35.7293,-103.0497,10.0,67
2021-01-22 07:02:14.919,4.6,39.299,72.0159,53.38,67
2021-01-22 08:03:38.952,4.9,47.469,-27.5389,10.0,67
2021-01-22 12:26:49.990,4.7,-3.9975,141.5101,55.81,67
2021-01-22 13:45:51.820,4.6,5.0118,127.5651,114.7,67
2021-01-22 15:47:03.194,4.5,4.926,127.4581,124.18,67
2021-01-22 16:51:06.331,4.8,12.7981,144.3558,41.7,67
2021-01-22 19:03:57.835,4.7,37.3198,141.5884,31.68,67
2021-01-22 19:23:42.578,5.6,-33.1538,-179.4848,45.62,67
2021-01-23 04:29:57.647,4.6,-33.2933,-179.4283,76.56,68
2021-01-23 04:59:11.993,5.0,28.2749,104.2709,10.0,68
2021-01-23 06:19:51.763,5.7,-6.3369,147.6009,29.26,68
2021-01-23 06:37:18.851,4.8,-22.3481,171.5303,35.0,68
2021-01-23 07:58:13.439,4.7,13.4239,-90.9226,10.0,68
2021-01-23 08:39:18.366,5.0,42.322,142.6196,108.19,68
2021-01-23 11:24:16.930,4.5,6.0582,-77.4439,32.79,68
2021-01-23 11:34:31.155,5.2,-6.3029,147.668,38.55,68
2021-01-23 14:22:54.724,4.5,-24.3237,-67.3026,188.73,68
2021-01-23 14:47:33.822,5.5,-24.3296,-179.5053,424.62,68
2021-01-23 16:12:10.549,4.8,37.1493,141.5625,47.32,68
2021-01-23 19:58:51.331,5.4,-6.2472,147.6881,40.99,68
2021-01-23 20:37:06.482,4.8,-24.592,179.6491,519.64,68
2021-01-23 22:19:01.144,4.6,-31.7491,-68.7892,18.04,68
2021-01-23 22:38:36.722,4.7,-20.4503,-174.6725,10.0,68
2021-01-24 00:12:18.130,4.9,3.1222,-74.8254,25.07,69
2021-01-24 02:36:01.060,4.5,-28.2446,-176.234,10.0,69
2021-01-24 02:36:50.910,6.9,-61.8117,-55.4903,9.8,69
2021-01-24 02:48:39.024,5.4,-61.6966,-55.2943,10.0,69
2021-01-24 02:52:15.696,4.7,-61.7603,-55.652,10.0,69
2021-01-24 03:00:42.891,4.9,-61.7409,-55.4618,10.0,69
2021-01-24 03:03:17.317,5.0,-61.8467,-55.4547,10.0,69
2021-01-24 03:05:51.401,4.9,-61.7558,-55.4388,10.0,69
2021-01-24 03:07:45.266,5.7,-33.3533,-70.1484,109.48,69
2021-01-24 03:20:59.949,4.9,-61.8135,-55.4515,10.0,69
2021-01-24 03:47:50.125,4.5,-61.8277,-55.3582,10.0,69
2021-01-24 03:49:01.968,4.6,-61.9433,-55.1398,10.0,69
2021-01-24 03:51:35.633,4.9,-61.6735,-55.3058,10.0,69
2021-01-24 03:54:25.412,4.7,-61.7373,-55.3143,10.0,69
2021-01-24 04:01:03.245,4.6,-17.8606,-178.1796,508.44,69
2021-01-24 07:08:41.235,4.7,2.1748,128.7255,40.88,69
2021-01-24 08:29:31.741,4.9,-61.7299,-55.0513,10.0,69
2021-01-24 08:47:53.088,5.8,-51.1834,162.1096,10.0,69
2021-01-24 09:23:26.093,4.5,17.8385,-105.9309,10.0,69
2021-01-24 09:36:27.671,5.2,-17.9067,-177.2595,326.26,69
2021-01-24 12:29:05.781,4.7,-61.7795,-55.2289,10.0,69
2021-01-24 12:29:45.638,5.1,-14.6127,166.9133,17.94,69
2021-01-24 13:06:24.420,4.7,-21.9218,-176.3935,103.97,69
2021-01-24 13:26:06.801,4.9,-58.4691,-14.6514,10.0,69
2021-01-24 15:14:45.404,5.5,-61.7685,-55.3589,10.0,69
2021-01-24 15:19:23.258,4.8,-61.5098,-54.5781,10.0,69
2021-01-24 16:03:29.349,5.1,-4.4396,102.533,54.96,69
2021-01-24 16:40:49.472,4.9,-61.8118,-55.3819,10.0,69
2021-01-24 17:26:45.309,5.2,8.99,126.504,64.31,69
2021-01-24 18:11:13.986,5.2,-52.9253,10.0684,10.0,69
2021-01-24 19:03:34.143,4.5,-6.9757,151.1155,10.0,69
2021-01-24 21:11:01.330,4.8,-61.7017,-55.2097,10.0,69
2021-01-24 21:24:04.128,4.8,42.092,144.9053,10.0,69
2021-01-24 21:42:09.158,5.0,-1.9621,133.5979,45.69,69
2021-01-24 21:57:01.978,4.6,-38.0634,176.4366,10.0,69
2021-01-24 22:01:22.234,5.2,37.1675,71.6156,108.8,69
2021-01-24 22:12:34.936,5.2,-38.1692,176.3891,6.47,69
2021-01-24 23:34:13.761,4.8,-61.7671,-55.2872,10.0,70
2021-01-25 00:16:21.925,5.1,54.3994,-162.1148,35.0,70
2021-01-25 00:49:37.578,4.7,-4.5958,138.7576,46.69,70
2021-01-25 02:14:47.952,4.5,-6.9784,144.878,10.0,70
2021-01-25 02:21:41.140,5.4,18.2516,-64.0708,94.0,70
2021-01-25 10:25:35.422,5.2,23.527,123.6457,10.0,70
2021-01-25 10:53:22.423,5.2,-4.548,152.1861,100.14,70
2021-01-25 12:05:54.825,4.9,23.4746,123.6934,10.0,70
2021-01-25 14:34:14.208,4.5,-5.7001,149.0846,203.14,70
2021-01-25 16:35:27.847,4.6,37.7273,20.8862,29.51,70
2021-01-25 16:54:32.000,4.7,-11.9271,65.9579,10.0,70
2021-01-25 17:24:44.791,4.9,21.7756,119.8932,10.0,70
2021-01-25 20:22:37.560,4.9,51.5165,177.7395,38.32,70
2021-01-25 22:31:20.888,4.8,-11.1774,164.7373,10.0,70
2021-01-25 22:39:53.118,4.5,14.2136,120.5012,122.37,70
2021-01-25 23:26:37.822,4.5,53.9112,-35.152,10.0,70
2021-01-25 23:35:37.612,4.5,-23.468,-66.721,211.0,71
2021-01-25 23:37:55.776,4.8,-17.2175,-174.1063,92.11,71
2021-01-25 23:42:07.593,5.1,-15.7415,-178.6792,10.0,71
2021-01-26 00:26:10.096,5.1,-5.5476,151.8753,46.94,71
2021-01-26 01:02:00.530,4.9,60.2288,-145.9447,1.8,71
2021-01-26 02:08:38.546,4.7,-35.1534,-105.8961,10.0,71
2021-01-26 02:29:05.462,4.5,-23.5193,-179.9555,530.58,71
2021-01-26 02:46:56.607,4.6,14.009,144.6319,194.94,71
2021-01-26 04:30:30.322,4.9,-22.1159,-179.3784,545.16,71
2021-01-26 07:17:55.285,5.3,-6.9635,155.7839,75.24,71
2021-01-26 07:32:04.437,4.5,-6.7521,156.3225,10.0,71
2021-01-26 08:08:48.712,5.1,-11.2648,165.2696,10.0,71
2021-01-26 10:59:27.316,5.0,-23.9749,-179.1857,528.0,71
2021-01-26 14:17:40.697,4.9,36.1658,41.0703,10.0,71
2021-01-26 16:05:42.301,4.6,-19.968,-178.1591,574.4,71
2021-01-26 16:50:09.990,4.6,-25.8534,-70.9826,27.55,71
2021-01-26 17:57:00.108,4.6,46.9515,152.433,77.84,71
2021-01-26 18:42:22.947,4.8,-6.922,155.8614,104.41,71
2021-01-27 00:52:14.331,4.7,-22.8853,172.2155,23.66,72
2021-01-27 01:58:05.297,4.5,1.0815,-79.8781,44.32,72
2021-01-27 02:37:58.019,4.5,-28.7978,-68.922,106.06,72
2021-01-27 06:13:22.948,4.9,-10.5209,123.7781,10.0,72
2021-01-27 07:08:27.072,5.0,-61.8961,-55.3861,10.0,72
2021-01-27 07:19:56.888,5.0,0.0083,123.4695,137.17,72
2021-01-27 08:06:53.223,5.2,42.6991,141.9454,115.62,72
2021-01-27 10:57:33.358,4.9,4.4075,-75.856,159.4,72
2021-01-27 12:10:39.198,5.0,-20.3181,-178.1238,571.54,72
2021-01-27 13:40:26.412,4.8,-5.1515,103.6685,49.15,72
2021-01-27 15:45:30.286,4.9,-3.0081,138.5982,57.6,72
2021-01-27 17:27:38.822,4.6,42.7779,146.3204,40.15,72
2021-01-27 19:25:17.269,4.6,40.5301,-127.0419,10.0,72
