Date,AAPL
2003-12-31,0.38160700000000003
2004-01-02,0.38
2004-01-05,0.395893
2004-01-06,0.394464
2004-01-07,0.403393
2004-01-08,0.41714300000000004
2004-01-09,0.410714
2004-01-12,0.42375
2004-01-13,0.43071400000000004
2004-01-14,0.43214300000000005
2004-01-15,0.408036
2004-01-16,0.40571399999999996
2004-01-20,0.405893
2004-01-21,0.40375
2004-01-22,0.396071
2004-01-23,0.402857
2004-01-26,0.410893
2004-01-27,0.41196400000000005
2004-01-28,0.402143
2004-01-29,0.405
2004-01-30,0.402857
2004-02-02,0.398571
2004-02-03,0.3975
2004-02-04,0.38910700000000004
2004-02-05,0.400357
2004-02-06,0.405536
2004-02-09,0.404821
2004-02-10,0.41035699999999997
2004-02-11,0.425
2004-02-12,0.42375
2004-02-13,0.410714
2004-02-17,0.413571
2004-02-18,0.415357
2004-02-19,0.40125
2004-02-20,0.4
2004-02-23,0.39625
2004-02-24,0.39928600000000003
2004-02-25,0.407321
2004-02-26,0.411429
2004-02-27,0.42714300000000005
2004-03-01,0.428929
2004-03-02,0.425179
2004-03-03,0.42714300000000005
2004-03-04,0.44928599999999996
2004-03-05,0.4775
2004-03-08,0.464286
2004-03-09,0.483929
2004-03-10,0.49428599999999995
2004-03-11,0.484821
2004-03-12,0.49214300000000005
2004-03-15,0.472321
2004-03-16,0.461071
2004-03-17,0.467679
2004-03-18,0.45839300000000005
2004-03-19,0.461786
2004-03-22,0.461786
2004-03-23,0.451607
2004-03-24,0.45535699999999996
2004-03-25,0.479821
2004-03-26,0.482857
2004-03-29,0.49839300000000003
2004-03-30,0.498571
2004-03-31,0.482857
2004-04-01,0.48410699999999995
2004-04-02,0.491071
2004-04-05,0.505714
2004-04-06,0.496964
2004-04-07,0.487679
2004-04-08,0.49160699999999996
2004-04-12,0.500714
2004-04-13,0.480893
2004-04-14,0.475714
2004-04-15,0.5232140000000001
2004-04-16,0.521071
2004-04-19,0.50625
2004-04-20,0.495179
2004-04-21,0.495179
2004-04-22,0.496071
2004-04-23,0.49464300000000005
2004-04-26,0.484464
2004-04-27,0.481071
2004-04-28,0.472321
2004-04-29,0.47803599999999996
2004-04-30,0.46035699999999996
2004-05-03,0.46553599999999995
2004-05-04,0.466786
2004-05-05,0.475893
2004-05-06,0.47464300000000004
2004-05-07,0.47625
2004-05-10,0.469286
2004-05-11,0.48464300000000005
2004-05-12,0.4875
2004-05-13,0.48553599999999997
2004-05-14,0.48321400000000003
2004-05-17,0.475714
2004-05-18,0.48321400000000003
2004-05-19,0.472679
2004-05-20,0.47696400000000005
2004-05-21,0.48410699999999995
2004-05-24,0.48821400000000004
2004-05-25,0.507321
2004-05-26,0.509107
2004-05-27,0.5030359999999999
2004-05-28,0.501071
2004-06-01,0.501071
2004-06-02,0.516429
2004-06-03,0.507143
2004-06-04,0.513929
2004-06-07,0.532321
2004-06-08,0.541964
2004-06-09,0.5392859999999999
2004-06-10,0.548929
2004-06-14,0.5378569999999999
2004-06-15,0.548036
2004-06-16,0.584643
2004-06-17,0.585893
2004-06-18,0.587679
2004-06-21,0.577321
2004-06-22,0.589286
2004-06-23,0.6017859999999999
2004-06-24,0.5925
2004-06-25,0.6017859999999999
2004-06-28,0.580179
2004-06-29,0.580357
2004-06-30,0.581071
2004-07-01,0.576786
2004-07-02,0.555
2004-07-06,0.552679
2004-07-07,0.542679
2004-07-08,0.5382140000000001
2004-07-09,0.53625
2004-07-12,0.520357
2004-07-13,0.521786
2004-07-14,0.5282140000000001
2004-07-15,0.588036
2004-07-16,0.575
2004-07-19,0.570893
2004-07-20,0.575
2004-07-21,0.564643
2004-07-22,0.565714
2004-07-23,0.548214
2004-07-26,0.558214
2004-07-27,0.5791069999999999
2004-07-28,0.57625
2004-07-29,0.582857
2004-07-30,0.5775
2004-08-02,0.563929
2004-08-03,0.55875
2004-08-04,0.567679
2004-08-05,0.5605359999999999
2004-08-06,0.531786
2004-08-09,0.541071
2004-08-10,0.5628569999999999
2004-08-11,0.55375
2004-08-12,0.542321
2004-08-13,0.550714
2004-08-16,0.549643
2004-08-17,0.55125
2004-08-18,0.566786
2004-08-19,0.548393
2004-08-20,0.55
2004-08-23,0.555
2004-08-24,0.5705359999999999
2004-08-25,0.590179
2004-08-26,0.618929
2004-08-27,0.6133930000000001
2004-08-30,0.609286
2004-08-31,0.615893
2004-09-01,0.640357
2004-09-02,0.636786
2004-09-03,0.629107
2004-09-07,0.638571
2004-09-08,0.649107
2004-09-09,0.6375
2004-09-10,0.640536
2004-09-13,0.635536
2004-09-14,0.63375
2004-09-15,0.628571
2004-09-16,0.649107
2004-09-17,0.6632140000000001
2004-09-20,0.673393
2004-09-21,0.67875
2004-09-22,0.6592859999999999
2004-09-23,0.665536
2004-09-24,0.6658930000000001
2004-09-27,0.670179
2004-09-28,0.679286
2004-09-29,0.690714
2004-09-30,0.691964
2004-10-01,0.6905359999999999
2004-10-04,0.692679
2004-10-05,0.703036
2004-10-06,0.7257140000000001
2004-10-07,0.7075
2004-10-08,0.6975
2004-10-11,0.689107
2004-10-12,0.68375
2004-10-13,0.709821
2004-10-14,0.803214
2004-10-15,0.8125
2004-10-18,0.8526790000000001
2004-10-19,0.846786
2004-10-20,0.8476790000000001
2004-10-21,0.8560709999999999
2004-10-22,0.846607
2004-10-25,0.849107
2004-10-26,0.856607
2004-10-27,0.898214
2004-10-28,0.9319639999999999
2004-10-29,0.9357139999999999
2004-11-01,0.936607
2004-11-02,0.955357
2004-11-03,0.9876790000000001
2004-11-04,0.9723209999999999
2004-11-05,0.977143
2004-11-08,0.9710709999999999
2004-11-09,0.9651790000000001
2004-11-10,0.9776790000000001
2004-11-11,0.9875
2004-11-12,0.9910709999999999
2004-11-15,0.9864290000000001
2004-11-16,0.9810709999999999
2004-11-17,0.9803569999999999
2004-11-18,0.989107
2004-11-19,0.9851790000000001
2004-11-22,1.095536
2004-11-23,1.094107
2004-11-24,1.14375
2004-11-26,1.152679
2004-11-29,1.222143
2004-11-30,1.1973209999999999
2004-12-01,1.210536
2004-12-02,1.164464
2004-12-03,1.119286
2004-12-06,1.174643
2004-12-07,1.1230360000000001
2004-12-08,1.13
2004-12-09,1.142679
2004-12-10,1.1633930000000001
2004-12-13,1.1591069999999999
2004-12-14,1.165893
2004-12-15,1.165357
2004-12-16,1.189286
2004-12-17,1.160536
2004-12-20,1.12
2004-12-21,1.1373209999999998
2004-12-22,1.138393
2004-12-23,1.1430360000000002
2004-12-27,1.1278569999999999
2004-12-28,1.1460709999999998
2004-12-29,1.150714
2004-12-30,1.157143
2004-12-31,1.15
2005-01-03,1.130179
2005-01-04,1.141786
2005-01-05,1.151786
2005-01-06,1.152679
2005-01-07,1.236607
2005-01-10,1.231429
2005-01-11,1.152857
2005-01-12,1.168929
2005-01-13,1.246429
2005-01-14,1.253571
2005-01-18,1.261607
2005-01-19,1.247857
2005-01-20,1.258214
2005-01-21,1.25875
2005-01-24,1.263571
2005-01-25,1.286607
2005-01-26,1.2901790000000002
2005-01-27,1.297143
2005-01-28,1.3210709999999999
2005-01-31,1.373214
2005-02-01,1.384464
2005-02-02,1.421964
2005-02-03,1.389464
2005-02-04,1.407857
2005-02-07,1.409643
2005-02-08,1.4446430000000001
2005-02-09,1.4060709999999998
2005-02-10,1.399286
2005-02-11,1.450179
2005-02-14,1.51125
2005-02-15,1.57875
2005-02-16,1.609464
2005-02-17,1.568036
2005-02-18,1.5501790000000002
2005-02-22,1.523036
2005-02-23,1.575536
2005-02-24,1.588036
2005-02-25,1.589107
2005-02-28,1.602143
2005-03-01,1.589286
2005-03-02,1.5757139999999998
2005-03-03,1.4925
2005-03-04,1.528929
2005-03-07,1.526786
2005-03-08,1.4475
2005-03-09,1.405357
2005-03-10,1.4225
2005-03-11,1.4382139999999999
2005-03-14,1.44
2005-03-15,1.462857
2005-03-16,1.4707139999999999
2005-03-17,1.5089290000000002
2005-03-18,1.534286
2005-03-21,1.560714
2005-03-22,1.529643
2005-03-23,1.519643
2005-03-24,1.517857
2005-03-28,1.5189290000000002
2005-03-29,1.4910709999999998
2005-03-30,1.528571
2005-03-31,1.488214
2005-04-01,1.460357
2005-04-04,1.4675
2005-04-05,1.496071
2005-04-06,1.511786
2005-04-07,1.555714
2005-04-08,1.562143
2005-04-11,1.4971430000000001
2005-04-12,1.523571
2005-04-13,1.465714
2005-04-14,1.330714
2005-04-15,1.2625
2005-04-18,1.272143
2005-04-19,1.324643
2005-04-20,1.268214
2005-04-21,1.327857
2005-04-22,1.267857
2005-04-25,1.320714
2005-04-26,1.2925
2005-04-27,1.283929
2005-04-28,1.2692860000000001
2005-04-29,1.287857
2005-05-02,1.3010709999999999
2005-05-03,1.2932139999999999
2005-05-04,1.326786
2005-05-05,1.31
2005-05-06,1.33
2005-05-09,1.320357
2005-05-10,1.300714
2005-05-11,1.271786
2005-05-12,1.2189290000000002
2005-05-13,1.241786
2005-05-16,1.269643
2005-05-17,1.262857
2005-05-18,1.28
2005-05-19,1.341071
2005-05-20,1.341071
2005-05-23,1.42
2005-05-24,1.417857
2005-05-25,1.420714
2005-05-26,1.455
2005-05-27,1.4485709999999998
2005-05-31,1.42
2005-06-01,1.439286
2005-06-02,1.43
2005-06-03,1.3657139999999999
2005-06-06,1.354286
2005-06-07,1.305
2005-06-08,1.318571
2005-06-09,1.344643
2005-06-10,1.278929
2005-06-13,1.282143
2005-06-14,1.285714
2005-06-15,1.326071
2005-06-16,1.356429
2005-06-17,1.368214
2005-06-20,1.343214
2005-06-21,1.352143
2005-06-22,1.376786
2005-06-23,1.388929
2005-06-24,1.348571
2005-06-27,1.325
2005-06-28,1.3325
2005-06-29,1.298929
2005-06-30,1.314643
2005-07-01,1.3035709999999998
2005-07-05,1.356429
2005-07-06,1.335357
2005-07-07,1.3439290000000002
2005-07-08,1.3660709999999998
2005-07-11,1.360714
2005-07-12,1.3657139999999999
2005-07-13,1.369643
2005-07-14,1.455357
2005-07-15,1.483929
2005-07-18,1.481786
2005-07-19,1.5425
2005-07-20,1.558214
2005-07-21,1.546071
2005-07-22,1.5714290000000002
2005-07-25,1.564643
2005-07-26,1.558214
2005-07-27,1.5710709999999999
2005-07-28,1.564286
2005-07-29,1.5232139999999998
2005-08-01,1.526786
2005-08-02,1.5425
2005-08-03,1.5435709999999998
2005-08-04,1.525357
2005-08-05,1.5353569999999999
2005-08-08,1.5232139999999998
2005-08-09,1.565
2005-08-10,1.5492860000000002
2005-08-11,1.5714290000000002
2005-08-12,1.6464290000000001
2005-08-15,1.702857
2005-08-16,1.651786
2005-08-17,1.683929
2005-08-18,1.653571
2005-08-19,1.636786
2005-08-22,1.6382139999999998
2005-08-23,1.6335709999999999
2005-08-24,1.634643
2005-08-25,1.645
2005-08-26,1.6335709999999999
2005-08-29,1.637143
2005-08-30,1.663214
2005-08-31,1.674643
2005-09-01,1.6521430000000001
2005-09-02,1.650714
2005-09-06,1.7428569999999999
2005-09-07,1.7385709999999999
2005-09-08,1.777857
2005-09-09,1.8325
2005-09-12,1.8357139999999998
2005-09-13,1.815
2005-09-14,1.771786
2005-09-15,1.7810709999999998
2005-09-16,1.828929
2005-09-19,1.88
2005-09-20,1.899643
2005-09-21,1.861071
2005-09-22,1.8535709999999999
2005-09-23,1.9
2005-09-26,1.922857
2005-09-27,1.908571
2005-09-28,1.824286
2005-09-29,1.869286
2005-09-30,1.914643
2005-10-03,1.944286
2005-10-04,1.919643
2005-10-05,1.885
2005-10-06,1.846429
2005-10-07,1.832143
2005-10-10,1.798929
2005-10-11,1.8425
2005-10-12,1.7589290000000002
2005-10-13,1.919286
2005-10-14,1.9285709999999998
2005-10-17,1.908571
2005-10-18,1.864643
2005-10-19,1.962143
2005-10-20,2.005
2005-10-21,1.987857
2005-10-24,2.0282139999999997
2005-10-25,2.003571
2005-10-26,2.036786
2005-10-27,1.9789290000000002
2005-10-28,1.945357
2005-10-31,2.0567860000000002
2005-11-01,2.053571
2005-11-02,2.1410709999999997
2005-11-03,2.208929
2005-11-04,2.183929
2005-11-07,2.151071
2005-11-08,2.1392860000000002
2005-11-09,2.146786
2005-11-10,2.185
2005-11-11,2.197857
2005-11-14,2.194643
2005-11-15,2.224286
2005-11-16,2.319643
2005-11-17,2.3042860000000003
2005-11-18,2.305714
2005-11-21,2.32
2005-11-22,2.375714
2005-11-23,2.396786
2005-11-25,2.476429
2005-11-28,2.487857
2005-11-29,2.432143
2005-11-30,2.422143
2005-12-01,2.557143
2005-12-02,2.593929
2005-12-05,2.565
2005-12-06,2.644643
2005-12-07,2.6410709999999997
2005-12-08,2.645714
2005-12-09,2.654643
2005-12-12,2.675357
2005-12-13,2.677857
2005-12-14,2.571786
2005-12-15,2.577857
2005-12-16,2.539643
2005-12-19,2.549286
2005-12-20,2.575357
2005-12-21,2.625
2005-12-22,2.643571
2005-12-23,2.619643
2005-12-27,2.651071
2005-12-28,2.6275
2005-12-29,2.551786
2005-12-30,2.5675
2006-01-03,2.669643
2006-01-04,2.6775
2006-01-05,2.656429
2006-01-06,2.725
2006-01-09,2.716071
2006-01-10,2.887857
2006-01-11,2.996429
2006-01-12,3.010357
2006-01-13,3.0567860000000002
2006-01-17,3.025357
2006-01-18,2.946071
2006-01-19,2.822857
2006-01-20,2.7175
2006-01-23,2.773929
2006-01-24,2.7157139999999997
2006-01-25,2.65
2006-01-26,2.583214
2006-01-27,2.5725
2006-01-30,2.678571
2006-01-31,2.696786
2006-02-01,2.693571
2006-02-02,2.575
2006-02-03,2.566071
2006-02-06,2.403571
2006-02-07,2.414286
2006-02-08,2.4575
2006-02-09,2.319643
2006-02-10,2.403929
2006-02-13,2.311071
2006-02-14,2.415714
2006-02-15,2.472143
2006-02-16,2.520357
2006-02-17,2.510357
2006-02-21,2.467143
2006-02-22,2.547143
2006-02-23,2.5625
2006-02-24,2.552143
2006-02-27,2.535357
2006-02-28,2.446071
2006-03-01,2.467857
2006-03-02,2.486071
2006-03-03,2.418571
2006-03-06,2.338571
2006-03-07,2.368214
2006-03-08,2.345
2006-03-09,2.283214
2006-03-10,2.256786
2006-03-13,2.345714
2006-03-14,2.404286
2006-03-15,2.365357
2006-03-16,2.296786
2006-03-17,2.309286
2006-03-20,2.285357
2006-03-21,2.2075
2006-03-22,2.2025
2006-03-23,2.148571
2006-03-24,2.141429
2006-03-27,2.125357
2006-03-28,2.0967860000000003
2006-03-29,2.226071
2006-03-30,2.241071
2006-03-31,2.24
2006-04-03,2.2375
2006-04-04,2.184643
2006-04-05,2.400357
2006-04-06,2.544286
2006-04-07,2.4925
2006-04-10,2.4525
2006-04-11,2.428214
2006-04-12,2.3825
2006-04-13,2.373929
2006-04-17,2.3146430000000002
2006-04-18,2.365
2006-04-19,2.344643
2006-04-20,2.4153569999999998
2006-04-21,2.394286
2006-04-24,2.348214
2006-04-25,2.363214
2006-04-26,2.433929
2006-04-27,2.477143
2006-04-28,2.513929
2006-05-01,2.4857139999999998
2006-05-02,2.557857
2006-05-03,2.540714
2006-05-04,2.5403569999999998
2006-05-05,2.5675
2006-05-08,2.5675
2006-05-09,2.536786
2006-05-10,2.521429
2006-05-11,2.433929
2006-05-12,2.417857
2006-05-15,2.421071
2006-05-16,2.3207139999999997
2006-05-17,2.330714
2006-05-18,2.2564290000000002
2006-05-19,2.303929
2006-05-22,2.2635709999999998
2006-05-23,2.255357
2006-05-24,2.262143
2006-05-25,2.2975
2006-05-26,2.269643
2006-05-30,2.186429
2006-05-31,2.134643
2006-06-01,2.220357
2006-06-02,2.202143
2006-06-05,2.142857
2006-06-06,2.132857
2006-06-07,2.091429
2006-06-08,2.17
2006-06-09,2.115714
2006-06-12,2.035714
2006-06-13,2.083214
2006-06-14,2.0575
2006-06-15,2.120714
2006-06-16,2.055714
2006-06-19,2.042857
2006-06-20,2.0525
2006-06-21,2.0664290000000003
2006-06-22,2.127857
2006-06-23,2.101071
2006-06-26,2.106786
2006-06-27,2.051071
2006-06-28,2.000714
2006-06-29,2.106071
2006-06-30,2.045357
2006-07-03,2.069643
2006-07-05,2.035714
2006-07-06,1.991786
2006-07-07,1.9785709999999999
2006-07-10,1.964286
2006-07-11,1.9875
2006-07-12,1.891429
2006-07-13,1.8660709999999998
2006-07-14,1.8096430000000001
2006-07-17,1.870357
2006-07-18,1.889286
2006-07-19,1.932143
2006-07-20,2.160714
2006-07-21,2.168571
2006-07-24,2.193571
2006-07-25,2.211786
2006-07-26,2.281071
2006-07-27,2.2642860000000002
2006-07-28,2.3425
2006-07-31,2.427143
2006-08-01,2.399286
2006-08-02,2.434286
2006-08-03,2.485357
2006-08-04,2.439286
2006-08-07,2.400357
2006-08-08,2.313571
2006-08-09,2.271071
2006-08-10,2.288214
2006-08-11,2.273214
2006-08-14,2.283571
2006-08-15,2.373214
2006-08-16,2.427857
2006-08-17,2.413929
2006-08-18,2.425357
2006-08-21,2.3771430000000002
2006-08-22,2.415
2006-08-23,2.403929
2006-08-24,2.421786
2006-08-25,2.455357
2006-08-28,2.392143
2006-08-29,2.374286
2006-08-30,2.391429
2006-08-31,2.4232139999999998
2006-09-01,2.442143
2006-09-05,2.552857
2006-09-06,2.501071
2006-09-07,2.6
2006-09-08,2.59
2006-09-11,2.589286
2006-09-12,2.593929
2006-09-13,2.65
2006-09-14,2.648929
2006-09-15,2.646429
2006-09-18,2.638929
2006-09-19,2.634643
2006-09-20,2.687857
2006-09-21,2.666071
2006-09-22,2.607143
2006-09-25,2.705357
2006-09-26,2.771786
2006-09-27,2.728929
2006-09-28,2.750357
2006-09-29,2.749286
2006-10-02,2.673571
2006-10-03,2.645714
2006-10-04,2.692143
2006-10-05,2.6725
2006-10-06,2.650714
2006-10-09,2.6653569999999998
2006-10-10,2.636071
2006-10-11,2.615357
2006-10-12,2.687857
2006-10-13,2.6792860000000003
2006-10-16,2.692857
2006-10-17,2.6532139999999997
2006-10-18,2.661786
2006-10-19,2.821071
2006-10-20,2.855357
2006-10-23,2.9092860000000003
2006-10-24,2.894643
2006-10-25,2.917143
2006-10-26,2.9353569999999998
2006-10-27,2.871786
2006-10-30,2.872143
2006-10-31,2.895714
2006-11-01,2.827143
2006-11-02,2.8207139999999997
2006-11-03,2.796071
2006-11-06,2.8467860000000003
2006-11-07,2.875357
2006-11-08,2.944643
2006-11-09,2.976429
2006-11-10,2.968571
2006-11-13,3.0125
2006-11-14,3.035714
2006-11-15,3.001786
2006-11-16,3.0575
2006-11-17,3.066071
2006-11-20,3.088214
2006-11-21,3.164286
2006-11-22,3.225357
2006-11-24,3.2725
2006-11-27,3.197857
2006-11-28,3.278929
2006-11-29,3.278571
2006-11-30,3.273571
2006-12-01,3.261429
2006-12-04,3.254286
2006-12-05,3.259643
2006-12-06,3.208214
2006-12-07,3.108571
2006-12-08,3.152143
2006-12-11,3.169643
2006-12-12,3.076429
2006-12-13,3.180357
2006-12-14,3.1625
2006-12-15,3.132857
2006-12-18,3.0525
2006-12-19,3.0825
2006-12-20,3.027143
2006-12-21,2.960714
2006-12-22,2.935714
2006-12-26,2.9110709999999997
2006-12-27,2.911429
2006-12-28,2.888214
2006-12-29,3.03
