DATE,nonfinloanus,constructloanus,nonfinloanjp,realgdpjp,realgdpus,xjpus,m2us,m2jp
1994-12-01,,987.8279,,,,100.1824,3.4934e+12,3.4934e+12
1995-01-01,8720.57,996.8236,1092392.5,430450.6,10086.878,99.766,3.4988e+12,3.4988e+12
1995-02-01,,1006.1535,,,,98.2368,3.4961e+12,3.4961e+12
1995-03-01,,1013.5562,,,,90.5196,3.4973e+12,3.4973e+12
1995-04-01,8892.523,1019.8525,1086950.1,435777.7,10122.122,83.6895,3.5054e+12,3.5054e+12
1995-05-01,,1027.7928,,,,85.1127,3.5304e+12,3.5304e+12
1995-06-01,,1035.1299,,,,84.6355,3.5559e+12,3.5559e+12
1995-07-01,9036.203,1044.4467,1095877.8,440633.3,10208.772,87.397,3.5745e+12,3.5745e+12
1995-08-01,,1049.2313,,,,94.7383,3.5964e+12,3.5964e+12
1995-09-01,,1054.8413,,,,100.5455,3.6094e+12,3.6094e+12
1995-10-01,9188.85,1057.2345,1108342.9,441629.2,10281.246,100.839,3.6204e+12,3.6204e+12
1995-11-01,,1060.8377,,,,101.94,3.6275e+12,3.6275e+12
1995-12-01,,1062.0657,,,,101.8495,3.6371e+12,3.6371e+12
1996-01-01,9308.792,1068.2936,1106686.8,445844.0,10348.691,105.7514,3.6553e+12,3.6553e+12
1996-02-01,,1071.5139,,,,105.788,3.6692e+12,3.6692e+12
1996-03-01,,1077.4233,,,,105.94,3.6952e+12,3.6952e+12
1996-04-01,9485.553,1079.3261,1105067.3,450876.7,10529.379,107.1995,3.706e+12,3.706e+12
1996-05-01,,1081.662,,,,106.3423,3.7169e+12,3.7169e+12
1996-06-01,,1084.7942,,,,108.96,3.7304e+12,3.7304e+12
1996-07-01,9627.592,1080.6392,1104866.4,450737.5,10626.778,109.1909,3.7452e+12,3.7452e+12
1996-08-01,,1089.1293,,,,107.8659,3.7522e+12,3.7522e+12
1996-09-01,,1096.3506,,,,109.931,3.7608e+12,3.7608e+12
1996-10-01,9762.068,1104.9327,1116831.8,455899.3,10739.057,112.4123,3.7774e+12,3.7774e+12
1996-11-01,,1112.1596,,,,112.2958,3.7947e+12,3.7947e+12
1996-12-01,,1122.9637,,,,113.981,3.8166e+12,3.8166e+12
1997-01-01,9889.614,1129.9316,1104924.6,457537.4,10820.908,117.9124,3.8316e+12,3.8316e+12
1997-02-01,,1135.1021,,,,122.9621,3.8425e+12,3.8425e+12
1997-03-01,,1147.7855,,,,122.7738,3.8565e+12,3.8565e+12
1997-04-01,10081.637,1160.6565,1102705.6,454107.2,10984.15,125.6377,3.874e+12,3.874e+12
1997-05-01,,1172.0576,,,,119.1924,3.8863e+12,3.8863e+12
1997-06-01,,1183.6136,,,,114.2857,3.9012e+12,3.9012e+12
1997-07-01,10293.745,1190.398,1103383.7,455573.0,11124.013,115.3759,3.9232e+12,3.9232e+12
1997-08-01,,1196.2985,,,,117.9295,3.9516e+12,3.9516e+12
1997-09-01,,1208.5126,,,,120.89,3.9718e+12,3.9718e+12
1997-10-01,10485.078,1214.9638,1121328.5,455800.7,11210.329,121.0605,3.9885e+12,3.9885e+12
1997-11-01,,1219.5036,,,,125.3817,4.0099e+12,4.0099e+12
1997-12-01,,1220.5948,,,,129.7341,4.0315e+12,4.0315e+12
1998-01-01,10693.474,1224.4018,1103030.6,450329.7,11321.246,129.5475,4.0544e+12,4.0544e+12
1998-02-01,,1237.6215,,,,125.8516,4.0855e+12,4.0855e+12
1998-03-01,,1252.375,,,,129.0823,4.1106e+12,4.1106e+12
1998-04-01,10994.767,1259.0153,1096157.3,448635.5,11431.046,131.7536,4.1346e+12,4.1346e+12
1998-05-01,,1259.779,,,,134.896,4.1564e+12,4.1564e+12
1998-06-01,,1261.0079,,,,140.3305,4.1822e+12,4.1822e+12
1998-07-01,11208.079,1265.5125,1096166.3,449333.3,11580.587,140.7874,4.1988e+12,4.1988e+12
1998-08-01,,1271.8269,,,,144.68,4.2218e+12,4.2218e+12
1998-09-01,,1275.4114,,,,134.4805,4.2648e+12,4.2648e+12
1998-10-01,11476.401,1283.8823,1069142.2,453212.2,11770.686,121.0486,4.3033e+12,4.3033e+12
1998-11-01,,1302.7516,,,,120.2895,4.34e+12,4.34e+12
1998-12-01,,1311.2349,,,,117.0709,4.3734e+12,4.3734e+12
1999-01-01,11735.112,1317.3881,1046536.1,446971.8,11864.675,113.29,4.3943e+12,4.3943e+12
1999-02-01,,1320.1804,,,,116.6684,4.4209e+12,4.4209e+12
1999-03-01,,1326.2316,,,,119.473,4.4321e+12,4.4321e+12
1999-04-01,11997.37,1332.0453,1033291.7,449151.7,11962.524,119.7723,4.4598e+12,4.4598e+12
1999-05-01,,1341.0402,,,,121.9995,4.4782e+12,4.4782e+12
1999-06-01,,1347.1132,,,,120.7245,4.5025e+12,4.5025e+12
1999-07-01,12347.005,1354.3248,1028429.7,451292.4,12113.075,119.3305,4.5274e+12,4.5274e+12
1999-08-01,,1369.8792,,,,113.2268,4.5473e+12,4.5473e+12
1999-09-01,,1389.096,,,,106.8752,4.563e+12,4.563e+12
1999-10-01,12626.264,1411.5876,1037476.6,451278.3,12323.336,105.965,4.5815e+12,4.5815e+12
1999-11-01,,1424.9758,,,,104.6485,4.6082e+12,4.6082e+12
1999-12-01,,1460.1212,,,,102.5843,4.6329e+12,4.6329e+12
2000-01-01,12926.336,1480.8245,1026246.9,460029.3,12359.095,105.296,4.6585e+12,4.6585e+12
2000-02-01,,1491.662,,,,109.3885,4.6749e+12,4.6749e+12
2000-03-01,,1517.7071,,,,106.3074,4.7041e+12,4.7041e+12
2000-04-01,13256.182,1541.1944,1008805.5,461018.3,12592.53,105.627,4.7545e+12,4.7545e+12
2000-05-01,,1565.0398,,,,108.3205,4.7486e+12,4.7486e+12
2000-06-01,,1585.2671,,,,106.1255,4.7637e+12,4.7637e+12
2000-07-01,13530.27,1600.6068,1008098.1,461377.7,12607.676,108.2115,4.7774e+12,4.7774e+12
2000-08-01,,1613.5894,,,,108.0804,4.8123e+12,4.8123e+12
2000-09-01,,1624.8702,,,,106.8375,4.843e+12,4.843e+12
2000-10-01,13767.571,1625.2452,1004551.3,465737.4,12679.338,108.4429,4.8608e+12,4.8608e+12
2000-11-01,,1635.0218,,,,109.0095,4.872e+12,4.872e+12
2000-12-01,,1638.5428,,,,112.209,4.9132e+12,4.9132e+12
2001-01-01,13873.594,1641.3695,994138.2,468431.5,12643.283,116.6719,4.9688e+12,4.9688e+12
2001-02-01,,1654.8195,,,,116.2337,5.0056e+12,5.0056e+12
2001-03-01,,1668.2627,,,,121.505,5.0653e+12,5.0653e+12
2001-04-01,14193.834,1682.5134,979499.6,466228.7,12710.303,123.771,5.1266e+12,5.1266e+12
2001-05-01,,1695.3187,,,,121.7682,5.1304e+12,5.1304e+12
2001-06-01,,1699.9217,,,,122.351,5.1689e+12,5.1689e+12
2001-07-01,14498.943,1702.639,975196.7,461020.1,12670.106,124.4981,5.202e+12,5.202e+12
2001-08-01,,1703.8361,,,,121.367,5.2341e+12,5.2341e+12
2001-09-01,,1714.4881,,,,118.6117,5.3431e+12,5.3431e+12
2001-10-01,14690.682,1717.3219,972240.6,459847.4,12705.269,121.4536,5.3357e+12,5.3357e+12
2001-11-01,,1739.2955,,,,122.4055,5.3793e+12,5.3793e+12
2001-12-01,,1757.7132,,,,127.5945,5.4315e+12,5.4315e+12
2002-01-01,14861.946,1755.3061,960634.2,460329.5,12822.258,132.6833,5.4618e+12,5.4618e+12
2002-02-01,,1766.6145,,,,133.6426,5.4886e+12,5.4886e+12
2002-03-01,,1771.5566,,,,131.061,5.4959e+12,5.4959e+12
2002-04-01,15083.191,1782.1946,949681.1,463959.5,12893.002,130.7718,5.5014e+12,5.5014e+12
2002-05-01,,1790.8479,,,,126.375,5.5236e+12,5.5236e+12
2002-06-01,,1817.0382,,,,123.2905,5.5454e+12,5.5454e+12
2002-07-01,15295.847,1837.1682,935761.8,465757.9,12955.769,117.8991,5.5944e+12,5.5944e+12
2002-08-01,,1866.936,,,,118.9927,5.6316e+12,5.6316e+12
2002-09-01,,1901.9349,,,,121.078,5.6548e+12,5.6548e+12
2002-10-01,15610.232,1946.9721,939259.7,467023.6,12964.016,123.9077,5.7074e+12,5.7074e+12
2002-11-01,,1980.5606,,,,121.6079,5.7507e+12,5.7507e+12
2002-12-01,,2009.6697,,,,121.8929,5.7764e+12,5.7764e+12
2003-01-01,15816.885,2033.6351,924372.0,466487.4,13031.169,118.8133,5.8056e+12,5.8056e+12
2003-02-01,,2067.7213,,,,119.3379,5.8409e+12,5.8409e+12
2003-03-01,,2083.8406,,,,118.6871,5.8553e+12,5.8553e+12
2003-04-01,16220.882,2106.9732,907895.5,470237.1,13152.089,119.895,5.8998e+12,5.8998e+12
2003-05-01,,2131.6246,,,,117.3681,5.9549e+12,5.9549e+12
2003-06-01,,2150.6514,,,,118.329,5.9928e+12,5.9928e+12
2003-07-01,16511.022,2178.1365,895945.9,472108.3,13372.357,118.6959,6.0479e+12,6.0479e+12
2003-08-01,,2221.3612,,,,118.6624,6.0912e+12,6.0912e+12
2003-09-01,,2235.2982,,,,114.8,6.0726e+12,6.0726e+12
2003-10-01,16767.584,2213.306,896565.0,477379.8,13528.71,109.4955,6.0596e+12,6.0596e+12
2003-11-01,,2202.3749,,,,109.1778,6.0585e+12,6.0585e+12
2003-12-01,,2207.2679,,,,107.7377,6.0649e+12,6.0649e+12
2004-01-01,17102.422,2224.101,883902.3,481088.3,13606.509,106.2685,6.0695e+12,6.0695e+12
2004-02-01,,2251.6695,,,,106.7079,6.1066e+12,6.1066e+12
2004-03-01,,2289.8191,,,,108.5157,6.1452e+12,6.1452e+12
2004-04-01,17487.686,2343.1856,871859.2,480910.4,13706.247,107.6564,6.1882e+12,6.1882e+12
2004-05-01,,2384.0248,,,,112.196,6.2539e+12,6.2539e+12
2004-06-01,,2409.4644,,,,109.4336,6.2662e+12,6.2662e+12
2004-07-01,17859.508,2414.182,865614.4,483426.1,13830.828,109.4871,6.2754e+12,6.2754e+12
2004-08-01,,2437.2997,,,,110.2336,6.2969e+12,6.2969e+12
2004-09-01,,2466.5596,,,,110.0914,6.3348e+12,6.3348e+12
2004-10-01,18355.215,2495.7762,868075.1,482148.8,13950.376,108.7835,6.3565e+12,6.3565e+12
2004-11-01,,2526.1022,,,,104.699,6.3933e+12,6.3933e+12
2004-12-01,,2552.5708,,,,103.8104,6.4086e+12,6.4086e+12
2005-01-01,18684.303,2575.5454,874151.5,484472.7,14099.081,103.341,6.408e+12,6.408e+12
2005-02-01,,2605.187,,,,104.9442,6.4231e+12,6.4231e+12
2005-03-01,,2652.0565,,,,105.2543,6.4368e+12,6.4368e+12
2005-04-01,19175.431,2680.9134,859208.3,488241.5,14172.695,107.1938,6.4451e+12,6.4451e+12
2005-05-01,,2695.9799,,,,106.5952,6.4603e+12,6.4603e+12
2005-06-01,,2733.2201,,,,108.7473,6.4975e+12,6.4975e+12
2005-07-01,19656.179,2782.1006,862744.5,492924.9,14291.757,111.9535,6.5227e+12,6.5227e+12
2005-08-01,,2823.8805,,,,110.6065,6.5559e+12,6.5559e+12
2005-09-01,,2845.2546,,,,111.239,6.5929e+12,6.5929e+12
2005-10-01,20132.786,2869.9164,868836.9,493952.1,14373.438,114.8695,6.6224e+12,6.6224e+12
2005-11-01,,2894.1166,,,,118.454,6.6476e+12,6.6476e+12
2005-12-01,,2925.5414,,,,118.4624,6.6744e+12,6.6744e+12
2006-01-01,20666.224,2944.1259,865094.7,494305.5,14546.119,115.4765,6.7141e+12,6.7141e+12
2006-02-01,,2971.4994,,,,117.8605,6.7406e+12,6.7406e+12
2006-03-01,,3000.987,,,,117.2778,6.7526e+12,6.7526e+12
2006-04-01,21230.421,3029.5035,860872.7,496053.6,14589.585,117.0695,6.7852e+12,6.7852e+12
2006-05-01,,3058.5176,,,,111.7305,6.7984e+12,6.7984e+12
2006-06-01,,3092.7911,,,,114.625,6.8349e+12,6.8349e+12
2006-07-01,21700.305,3121.0694,861406.9,495221.2,14602.633,115.767,6.8695e+12,6.8695e+12
2006-08-01,,3129.9623,,,,115.9243,6.901e+12,6.901e+12
2006-09-01,,3158.1757,,,,117.2145,6.9275e+12,6.9275e+12
2006-10-01,22229.851,3307.5668,864699.1,501218.8,14716.93,118.609,6.9845e+12,6.9845e+12
2006-11-01,,3335.2628,,,,117.3205,7.0241e+12,7.0241e+12
2006-12-01,,3371.1227,,,,117.322,7.066e+12,7.066e+12
2007-01-01,22634.08,3393.1408,862449.8,504907.3,14726.022,120.4471,7.1054e+12,7.1054e+12
2007-02-01,,3420.8379,,,,120.5047,7.1236e+12,7.1236e+12
2007-03-01,,3367.1501,,,,117.26,7.1535e+12,7.1535e+12
2007-04-01,23238.139,3389.1304,849005.0,505553.4,14838.664,118.9324,7.2223e+12,7.2223e+12
2007-05-01,,3409.9203,,,,120.7732,7.2459e+12,7.2459e+12
2007-06-01,,3427.6336,,,,122.6886,7.2704e+12,7.2704e+12
2007-07-01,23784.72,3448.1371,853233.5,503262.0,14938.467,121.4148,7.3056e+12,7.3056e+12
2007-08-01,,3469.4665,,,,116.7335,7.3704e+12,7.3704e+12
2007-09-01,,3503.3674,,,,115.0435,7.4024e+12,7.4024e+12
2007-10-01,24274.75,3558.0091,857983.8,505752.8,14991.784,115.8661,7.433e+12,7.433e+12
2007-11-01,,3585.5836,,,,111.0729,7.4635e+12,7.4635e+12
2007-12-01,,3598.8738,,,,112.449,7.4947e+12,7.4947e+12
2008-01-01,24595.369,3612.5344,853089.3,507310.7,14889.45,107.8181,7.529e+12,7.529e+12
2008-02-01,,3628.5268,,,,107.03,7.6177e+12,7.6177e+12
2008-03-01,,3652.0594,,,,100.7562,7.6755e+12,7.6755e+12
2008-04-01,24727.959,3658.3973,853859.4,504788.9,14963.357,102.6777,7.7249e+12,7.7249e+12
2008-05-01,,3649.8067,,,,104.3595,7.7334e+12,7.7334e+12
2008-06-01,,3637.1591,,,,106.9152,7.7454e+12,7.7454e+12
2008-07-01,24994.566,3630.2545,852432.0,498286.7,14891.643,106.8518,7.8034e+12,7.8034e+12
2008-08-01,,3630.5327,,,,109.3624,7.7913e+12,7.7913e+12
2008-09-01,,3669.2395,,,,106.5748,7.8918e+12,7.8918e+12
2008-10-01,24715.45,3826.2128,868266.4,486965.9,14576.985,99.9659,8.0045e+12,8.0045e+12
2008-11-01,,3825.3948,,,,96.9656,8.054e+12,8.054e+12
2008-12-01,,3819.0934,,,,91.275,8.2484e+12,8.2484e+12
2009-01-01,24453.252,3800.2668,858986.9,463214.4,14375.018,90.1205,8.3112e+12,8.3112e+12
2009-02-01,,3825.0932,,,,92.9158,8.3505e+12,8.3505e+12
2009-03-01,,3828.8489,,,,97.855,8.4016e+12,8.4016e+12
2009-04-01,24348.118,3838.5026,851622.2,472967.1,14355.558,98.92,8.3923e+12,8.3923e+12
2009-05-01,,3877.6541,,,,96.6445,8.4339e+12,8.4339e+12
2009-06-01,,3860.3029,,,,96.6145,8.4547e+12,8.4547e+12
2009-07-01,24182.497,3839.6285,847103.0,473052.2,14402.477,94.367,8.4545e+12,8.4545e+12
2009-08-01,,3814.5133,,,,94.8971,8.4303e+12,8.4303e+12
2009-09-01,,3767.8631,,,,91.2748,8.4539e+12,8.4539e+12
2009-10-01,23958.116,3743.0976,844086.9,479838.1,14541.901,90.3671,8.4843e+12,8.4843e+12
2009-11-01,,3804.0741,,,,89.2674,8.5138e+12,8.5138e+12
2009-12-01,,3776.8096,,,,89.9509,8.5306e+12,8.5306e+12
2010-01-01,23797.839,3756.8535,838970.3,484119.4,14604.845,91.1011,8.4658e+12,8.4658e+12
2010-02-01,,3720.7997,,,,90.1395,8.5336e+12,8.5336e+12
2010-03-01,,3706.3723,,,,90.7161,8.5117e+12,8.5117e+12
2010-04-01,23659.689,3712.3466,831559.6,490080.1,14745.933,93.4527,8.5224e+12,8.5224e+12
2010-05-01,,3699.2213,,,,91.973,8.5619e+12,8.5619e+12
2010-06-01,,3682.3604,,,,90.8059,8.5911e+12,8.5911e+12
2010-07-01,23679.491,3662.245,828137.7,498991.1,14845.458,87.5005,8.6071e+12,8.6071e+12
2010-08-01,,3656.1487,,,,85.3727,8.6526e+12,8.6526e+12
2010-09-01,,3643.8778,,,,84.3571,8.7003e+12,8.7003e+12
2010-10-01,23572.045,3628.6308,822943.9,495320.1,14939.001,81.7285,8.7408e+12,8.7408e+12
2010-11-01,,3622.1163,,,,82.518,8.7789e+12,8.7789e+12
2010-12-01,,3613.4966,,,,83.3376,8.8122e+12,8.8122e+12
2011-01-01,23548.684,3602.2324,820231.0,487856.3,14881.301,82.625,8.8368e+12,8.8368e+12
2011-02-01,,3570.2324,,,,82.5368,8.8982e+12,8.8982e+12
2011-03-01,,3540.6108,,,,81.647,8.9263e+12,8.9263e+12
2011-04-01,23522.368,3520.4829,814943.4,485292.8,14989.555,83.1771,8.9581e+12,8.9581e+12
2011-05-01,,3507.9075,,,,81.1257,9.0461e+12,9.0461e+12
2011-06-01,,3501.096,,,,80.4259,9.094e+12,9.094e+12
2011-07-01,23528.436,3498.1266,814985.3,497110.3,15021.149,79.2425,9.2671e+12,9.2671e+12
2011-08-01,,3493.0238,,,,76.9657,9.4583e+12,9.4583e+12
2011-09-01,,3490.2678,,,,76.7957,9.4782e+12,9.4782e+12
2011-10-01,23639.969,3499.0957,813334.1,496339.8,15190.255,76.643,9.5255e+12,9.5255e+12
2011-11-01,,3503.6088,,,,77.5595,9.5733e+12,9.5733e+12
2011-12-01,,3494.9634,,,,77.7967,9.6394e+12,9.6394e+12
2012-01-01,23697.988,3510.3605,811251.8,502232.2,15291.035,76.964,9.7134e+12,9.7134e+12
2012-02-01,,3539.7632,,,,78.47,9.7489e+12,9.7489e+12
2012-03-01,,3544.4029,,,,82.4659,9.7853e+12,9.7853e+12
2012-04-01,23808.389,3540.385,799551.5,498934.1,15362.415,81.2524,9.8298e+12,9.8298e+12
2012-05-01,,3538.7985,,,,79.6668,9.8713e+12,9.8713e+12
2012-06-01,,3528.3851,,,,79.3152,9.9219e+12,9.9219e+12
2012-07-01,23945.229,3525.947,803522.2,496986.1,15380.802,78.9348,1.0021e+13,1.0021e+13
2012-08-01,,3527.1713,,,,78.6909,1.00938e+13,1.00938e+13
2012-09-01,,3531.1917,,,,78.1353,1.01691e+13,1.01691e+13
2012-10-01,24206.884,3527.5073,807767.1,497985.1,15384.254,79.0132,1.02549e+13,1.02549e+13
2012-11-01,,3554.2799,,,,81.0305,1.03069e+13,1.03069e+13
2012-12-01,,3550.685,,,,83.7905,1.04171e+13,1.04171e+13
2013-01-01,24245.502,3559.6018,806216.3,503936.1,15491.878,89.0581,1.04596e+13,1.04596e+13
2013-02-01,,3554.465,,,,93.0016,1.04394e+13,1.04394e+13
2013-03-01,,3549.0271,,,,94.77,1.04838e+13,1.04838e+13
2013-04-01,24402.811,3552.6908,804014.7,508308.0,15521.559,97.7582,1.05412e+13,1.05412e+13
2013-05-01,,3545.1946,,,,100.9186,1.05908e+13,1.05908e+13
2013-06-01,,3544.0083,,,,97.235,1.0639e+13,1.0639e+13
2013-07-01,24685.651,3538.1029,808009.6,512214.9,15641.336,99.6727,1.07022e+13,1.07022e+13
2013-08-01,,3528.1016,,,,97.8123,1.07562e+13,1.07562e+13
2013-09-01,,3527.346,,,,99.21,1.08022e+13,1.08022e+13
2013-10-01,24843.188,3524.342,812811.8,511977.7,15793.928,97.77,1.09001e+13,1.09001e+13
2013-11-01,,3528.9141,,,,100.0737,1.09295e+13,1.09295e+13
2013-12-01,,3531.7658,,,,103.46,1.09869e+13,1.09869e+13
2014-01-01,25001.158,3535.0979,813472.4,516906.0,15757.57,103.7614,1.10353e+13,1.10353e+13
2014-02-01,,3546.4991,,,,102.1253,1.11004e+13,1.11004e+13
2014-03-01,,3561.4445,,,,102.3395,1.1155e+13,1.1155e+13
2014-04-01,25313.039,3573.7761,809083.8,507523.4,15935.825,102.4582,1.12138e+13,1.12138e+13
2014-05-01,,3581.6259,,,,101.7738,1.12833e+13,1.12833e+13
2014-06-01,,3597.5739,,,,102.0629,1.13368e+13,1.13368e+13
2014-07-01,25607.354,3605.5159,812426.2,507359.9,16139.513,101.74,1.14035e+13,1.14035e+13
2014-08-01,,3616.2585,,,,102.9438,1.14402e+13,1.14402e+13
2014-09-01,,3619.8502,,,,107.4257,1.1478e+13,1.1478e+13
2014-10-01,25888.567,3621.1525,821668.2,510517.6,16220.222,108.0264,1.153e+13,1.153e+13
2014-11-01,,3626.6055,,,,116.2994,1.15681e+13,1.15681e+13
2014-12-01,,3638.6495,,,,119.3233,1.16379e+13,1.16379e+13
2015-01-01,26101.081,3652.9707,821063.4,517946.8,16349.97,118.25,1.17049e+13,1.17049e+13
2015-02-01,,3676.6511,,,,118.76,1.18015e+13,1.18015e+13
2015-03-01,,3711.5203,,,,120.3945,1.18364e+13,1.18364e+13
2015-04-01,26504.017,3720.2898,816335.2,517827.8,16460.889,119.5095,1.18894e+13,1.18894e+13
2015-05-01,,3729.9017,,,,120.798,1.19278e+13,1.19278e+13
2015-06-01,,3747.8287,,,,123.7186,1.19753e+13,1.19753e+13
2015-07-01,26733.199,3762.2662,822055.1,518257.4,16527.587,123.3109,1.20361e+13,1.20361e+13
2015-08-01,,3777.4816,,,,123.0038,1.21004e+13,1.21004e+13
2015-09-01,,3795.4477,,,,120.1476,1.21577e+13,1.21577e+13
2015-10-01,26955.543,3812.8255,829477.9,516630.2,16547.619,120.0481,1.21807e+13,1.21807e+13
2015-11-01,,3846.5962,,,,122.6432,1.22663e+13,1.22663e+13
2015-12-01,,3871.0592,,,,121.635,1.23135e+13,1.23135e+13
2016-01-01,27236.607,3889.728,830445.9,520823.4,16571.573,118.2258,1.24365e+13,1.24365e+13
2016-02-01,,3917.0812,,,,114.6155,1.24852e+13,1.24852e+13
2016-03-01,,3944.7628,,,,112.9317,1.25729e+13,1.25729e+13
2016-04-01,27550.841,3959.9659,832153.5,522192.6,16663.516,109.5519,1.26542e+13,1.26542e+13
2016-05-01,,3986.4718,,,,108.8481,1.27288e+13,1.27288e+13
2016-06-01,,4006.8312,,,,105.3509,1.28037e+13,1.28037e+13
2016-07-01,27895.222,4031.585,841448.2,523166.4,16778.148,104.191,1.28722e+13,1.28722e+13
2016-08-01,,4053.4353,,,,101.2383,1.29554e+13,1.29554e+13
2016-09-01,,4074.8017,,,,101.7843,1.30156e+13,1.30156e+13
2016-10-01,28108.44,4098.3063,853009.0,524397.6,16851.42,103.9075,1.30706e+13,1.30706e+13
2016-11-01,,4109.4836,,,,108.443,1.31479e+13,1.31479e+13
2016-12-01,,4117.5137,,,,115.9981,1.31809e+13,1.31809e+13
2017-01-01,28421.574,4132.2395,860951.3,527810.5,16903.24,114.8721,1.32605e+13,1.32605e+13
2017-02-01,,4142.8285,,,,112.9116,1.32993e+13,1.32993e+13
2017-03-01,,4155.1305,,,,112.9165,1.33805e+13,1.33805e+13
2017-04-01,28756.729,4168.6302,861536.6,530458.8,17031.085,110.091,,
2017-05-01,,4184.8137,,,,112.2436,,
2017-06-01,,4195.7491,,,,110.9141,,
2017-07-01,29097.068,4214.5161,871472.8,533155.1,17163.894,112.417,,
2017-08-01,,4223.4792,,,,109.827,,
2017-09-01,,4232.2838,,,,110.776,,
2017-10-01,,4257.583,,533908.5,17286.497,112.9148,,
2017-11-01,,4271.5372,,,,112.819,,
2017-12-01,,4286.5304,,,,112.9405,,
2018-01-01,,4299.0676,,533079.9,17385.831,110.871,,
2018-02-01,,4313.4115,,,,107.97,,
2018-03-01,,4328.6472,,,,106.0468,,
2018-04-01,,4338.1031,,,,107.6562,,
2018-05-01,,,,,,109.7164,,
